ComponentName,Project,CBO,CYCLO,DIT,ELOC,FanIn,FanOut,LCOM,LOC,LOCNAMM,NOA,NOC,NOM,NOMNAMM,NOPA,PMMM,PRB,WLOCNAMM,WMC,WMCNAMM,NMNOPARAM,CDSBP,CC,LC,LZC,RB,SC
org.apache.ivy.core.module.id.ModuleRevisionId,ant-ivy-2.0.0-alpha2,7,42,2,132,1242,42,47,132,123,7,0,19,16,0,0,0,7,42,0,8,0,0,0,0,0,0
org.apache.ivy.core.module.status.Status,ant-ivy-2.0.0-alpha2,0,8,1,22,260,0,3,22,19,2,0,6,5,0,0,0,3,8,0,3,0,0,0,0,0,0
org.apache.ivy.core.module.status.StatusManager,ant-ivy-2.0.0-alpha2,9,31,1,100,25,40,2,100,97,5,0,13,12,0,0.076923077,0,7.25,31,0,7,0,0,0,0,0,0
org.apache.ivy.core.publish.PublishEngine,ant-ivy-2.0.0-alpha2,28,24,1,142,10,68,4,142,142,1,0,5,5,0,0,0,27.8,24,0,0,0,0,0,0,0,0
org.apache.ivy.core.publish.PublishOptions,ant-ivy-2.0.0-alpha2,3,42,1,86,12,0,170,86,65,10,0,20,13,0,0,0,3.769230769,42,0,10,0,0,0,0,0,0
org.apache.ivy.core.report.ArtifactDownloadReport,ant-ivy-2.0.0-alpha2,2,25,1,41,60,3,29,41,29,4,0,11,7,0,0.272727273,0,3,25,0,7,0,0,0,0,0,0
org.apache.ivy.core.report.ConfigurationResolveReport,ant-ivy-2.0.0-alpha2,24,75,1,211,81,112,187,211,199,9,0,23,19,0,0.086956522,0,9.789473684,75,0,17,0,0,0,0,0,0
org.apache.ivy.core.report.DownloadReport,ant-ivy-2.0.0-alpha2,6,12,1,24,105,14,0,24,24,1,0,4,4,0,0.25,0,4.75,12,0,1,0,0,0,0,0,0
org.apache.ivy.core.report.DownloadStatus,ant-ivy-2.0.0-alpha2,0,3,1,17,85,0,0,17,17,4,0,2,2,3,0,0,3,3,0,1,0,0,0,0,0,0
org.apache.ivy.core.report.ResolveReport,ant-ivy-2.0.0-alpha2,15,59,1,167,327,73,178,167,138,8,0,24,17,0,0.166666667,0,7.352941176,59,0,15,0,0,0,0,0,0
org.apache.ivy.core.resolve.DefaultModuleRevision,ant-ivy-2.0.0-alpha2,5,26,1,54,5,8,44,54,42,6,0,12,8,0,0.166666667,0,4,26,0,10,0,0,0,0,0,0
org.apache.ivy.core.resolve.DownloadOptions,ant-ivy-2.0.0-alpha2,4,11,1,30,39,0,1,30,21,4,0,7,4,0,0,0,3.75,11,0,4,0,0,0,0,0,0
org.apache.ivy.core.resolve.IvyNode,ant-ivy-2.0.0-alpha2,37,229,1,834,194,317,3030,834,816,20,0,89,83,0,0.370786517,0,9.180722892,229,0,31,0,0,1,0,0,0
org.apache.ivy.core.resolve.IvyNode,ant-ivy-2.0.0-alpha2,37,229,1,834,194,317,3030,834,816,20,0,89,83,0,0.370786517,0,9.180722892,229,0,31,0,0,1,0,0,0
org.apache.ivy.core.resolve.IvyNodeCallers,ant-ivy-2.0.0-alpha2,13,29,1,185,3,52,15,185,185,3,0,10,10,0,0.2,0,12.2,29,0,2,0,0,0,0,0,0
org.apache.ivy.core.resolve.IvyNodeEviction,ant-ivy-2.0.0-alpha2,8,55,1,250,2,86,19,250,250,6,0,19,19,0,0.157894737,0,9.052631579,55,0,5,0,0,0,0,0,0
org.apache.ivy.core.resolve.ResolveData,ant-ivy-2.0.0-alpha2,11,42,1,109,46,29,45,109,93,4,0,22,18,0,0.409090909,0,4.833333333,42,0,12,0,0,0,0,0,0
org.apache.ivy.core.resolve.ResolveEngine,ant-ivy-2.0.0-alpha2,47,107,1,614,44,288,152,614,598,5,0,28,24,0,0.107142857,0,24.70833333,107,0,7,0,0,0,0,0,0
org.apache.ivy.core.resolve.ResolveOptions,ant-ivy-2.0.0-alpha2,6,57,1,161,278,5,306,161,143,12,0,28,22,0,0,0,4.045454545,57,0,13,0,0,0,0,0,0
org.apache.ivy.core.resolve.ResolvedModuleRevision,ant-ivy-2.0.0-alpha2,5,11,1,20,152,0,28,20,20,0,0,8,8,0,0,0,2,11,0,8,0,0,0,0,0,0
org.apache.ivy.core.resolve.VisitData,ant-ivy-2.0.0-alpha2,4,9,1,37,22,7,1,37,34,2,0,6,5,0,0,0,4.2,9,0,1,0,0,0,0,0,0
org.apache.ivy.core.resolve.VisitNode,ant-ivy-2.0.0-alpha2,14,118,1,329,29,99,0,329,311,9,0,46,41,0,0.456521739,0,6.585365854,118,0,26,0,0,0,0,0,0
org.apache.ivy.core.retrieve.RetrieveEngine,ant-ivy-2.0.0-alpha2,31,42,1,246,10,109,24,246,246,1,0,9,9,0,0,0,28.44444444,42,0,1,0,0,0,0,0,0
org.apache.ivy.core.retrieve.RetrieveOptions,ant-ivy-2.0.0-alpha2,3,34,1,94,25,0,104,94,79,8,0,16,11,0,0,0,3.727272727,34,0,8,0,0,0,0,0,0
org.apache.ivy.core.search.ModuleEntry,ant-ivy-2.0.0-alpha2,1,9,1,20,47,2,0,20,14,2,0,5,3,0,0.4,0,3.333333333,9,0,4,0,0,0,0,0,0
org.apache.ivy.core.search.OrganisationEntry,ant-ivy-2.0.0-alpha2,1,5,1,14,52,0,0,14,8,2,0,3,1,0,0,0,4,5,0,2,0,0,0,0,0,0
org.apache.ivy.core.search.RevisionEntry,ant-ivy-2.0.0-alpha2,1,13,1,26,22,4,0,26,20,2,0,7,5,0,0.571428571,0,3.2,13,0,6,0,0,0,0,0,0
org.apache.ivy.core.search.SearchEngine,ant-ivy-2.0.0-alpha2,20,38,1,222,8,110,0,222,222,1,0,11,11,0,0,0,19.90909091,38,0,2,0,0,0,0,0,0
org.apache.ivy.core.settings.IvyPattern,ant-ivy-2.0.0-alpha2,0,3,1,11,325,0,0,11,8,1,0,2,1,0,0,0,3,3,0,1,0,0,0,0,0,0
org.apache.ivy.core.settings.IvySettings,ant-ivy-2.0.0-alpha2,62,267,1,854,216,289,7759,854,818,43,0,127,116,0,0.31496063,0,6.474137931,267,0,47,0,0,1,0,0,0
org.apache.ivy.core.settings.IvySettings,ant-ivy-2.0.0-alpha2,62,267,1,854,216,289,7759,854,818,43,0,127,116,0,0.31496063,0,6.474137931,267,0,47,0,0,1,0,0,0
org.apache.ivy.core.settings.IvyVariableContainer,ant-ivy-2.0.0-alpha2,1,4,1,10,15,0,6,10,10,0,0,4,4,0,0,0,1,4,0,2,0,0,0,0,0,0
org.apache.ivy.core.settings.IvyVariableContainerImpl,ant-ivy-2.0.0-alpha2,4,13,1,33,3,10,0,33,30,1,1,5,4,0,0,0,6.75,13,0,2,0,0,0,0,0,0
org.apache.ivy.core.settings.XmlSettingsParser,ant-ivy-2.0.0-alpha2,23,27,2,330,52,87,0,330,330,10,0,7,7,0,0.142857143,0,45.14285714,27,0,1,0,0,0,0,0,0
org.apache.ivy.core.sort.CollectionOfModulesToSort,ant-ivy-2.0.0-alpha2,11,14,1,62,4,21,0,62,62,4,0,5,5,0,0.4,0,10.6,14,0,2,0,0,0,0,0,0
org.apache.ivy.core.sort.MessageBasedNonMatchingVersionReporter,ant-ivy-2.0.0-alpha2,4,4,1,14,2,5,1,14,14,0,2,2,2,0,0,0,6,4,0,0,0,0,0,0,0,0
org.apache.ivy.core.sort.ModuleDescriptorSorter,ant-ivy-2.0.0-alpha2,9,10,1,53,4,16,0,53,53,3,0,3,3,0,0,0,14.33333333,10,0,1,0,0,0,0,0,0
org.apache.ivy.core.sort.ModuleInSort,ant-ivy-2.0.0-alpha2,11,31,1,99,14,26,10,99,96,5,0,13,12,0,0.076923077,0,7.166666667,31,0,6,0,0,0,0,0,0
org.apache.ivy.core.sort.NonMatchingVersionReporter,ant-ivy-2.0.0-alpha2,2,1,1,8,25,0,0,8,8,0,0,1,1,0,0,0,6,1,0,0,0,0,0,0,0,0
org.apache.ivy.core.sort.SilentNonMatchingVersionReporter,ant-ivy-2.0.0-alpha2,1,1,2,8,4,1,0,8,8,0,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0
org.apache.ivy.core.sort.SimpleSortEngineSettings,ant-ivy-2.0.0-alpha2,2,6,1,16,2,0,2,16,10,2,0,4,2,0,0,0,3,6,0,2,0,0,0,0,0,0
org.apache.ivy.core.sort.SortEngine,ant-ivy-2.0.0-alpha2,11,18,1,57,28,16,4,57,57,1,0,5,5,0,0.4,0,10.8,18,0,2,0,0,0,0,0,0
org.apache.ivy.core.sort.SortEngineSettings,ant-ivy-2.0.0-alpha2,2,2,1,7,7,0,1,7,7,0,0,2,2,0,0,0,1,2,0,2,0,0,0,0,0,0
org.apache.ivy.core.sort.WarningNonMatchingVersionReporter,ant-ivy-2.0.0-alpha2,1,1,2,8,2,1,0,8,8,0,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0
org.apache.ivy.plugins.IvyAware,ant-ivy-2.0.0-alpha2,1,1,1,3,2,0,0,3,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
org.apache.ivy.plugins.IvySettingsAware,ant-ivy-2.0.0-alpha2,1,1,1,3,10,0,0,3,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
org.apache.ivy.plugins.circular.AbstractCircularDependencyStrategy,ant-ivy-2.0.0-alpha2,0,5,1,12,3,1,1,12,9,1,3,3,2,0,0.333333333,0,3,5,0,2,0,0,0,0,0,0
org.apache.ivy.plugins.circular.CircularDependencyException,ant-ivy-2.0.0-alpha2,1,4,2,16,13,1,0,16,13,1,0,2,1,0,0.5,0,7,4,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.circular.CircularDependencyHelper,ant-ivy-2.0.0-alpha2,4,13,1,44,5,11,10,44,44,0,0,5,5,0,0.2,0,8.4,13,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.circular.CircularDependencyStrategy,ant-ivy-2.0.0-alpha2,1,3,1,7,81,0,1,7,7,0,0,2,2,0,0,0,1,3,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.circular.ErrorCircularDependencyStrategy,ant-ivy-2.0.0-alpha2,1,5,2,12,5,0,3,12,9,1,0,3,2,0,0,0,3,5,0,2,0,0,0,0,0,0
org.apache.ivy.plugins.circular.IgnoreCircularDependencyStrategy,ant-ivy-2.0.0-alpha2,2,5,2,12,3,2,3,12,9,1,0,3,2,0,0,0,3,5,0,2,0,0,0,0,0,0
org.apache.ivy.plugins.circular.WarnCircularDependencyStrategy,ant-ivy-2.0.0-alpha2,2,5,2,12,4,2,3,12,9,1,0,3,2,0,0,0,3,5,0,2,0,0,0,0,0,0
org.apache.ivy.plugins.conflict.AbstractConflictManager,ant-ivy-2.0.0-alpha2,2,8,1,19,5,0,2,19,13,2,5,5,3,0,0,0,3,8,0,3,0,0,0,0,0,0
org.apache.ivy.plugins.conflict.ConflictManager,ant-ivy-2.0.0-alpha2,2,5,1,10,136,0,1,10,10,0,0,2,2,0,0,0,4,5,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.conflict.FixedConflictManager,ant-ivy-2.0.0-alpha2,5,7,2,21,4,10,0,21,18,1,0,3,2,0,0,0,7.5,7,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.conflict.LatestConflictManager,ant-ivy-2.0.0-alpha2,10,23,2,96,13,26,12,96,96,2,0,9,9,0,0.222222222,0,7.666666667,23,0,3,0,0,0,0,0,0
org.apache.ivy.plugins.conflict.NoConflictManager,ant-ivy-2.0.0-alpha2,2,3,2,8,4,1,1,8,8,0,0,2,2,0,0.5,0,3,3,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.conflict.RegexpConflictManager,ant-ivy-2.0.0-alpha2,8,23,2,66,4,26,24,66,66,2,0,8,8,0,0.125,0,7.375,23,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.conflict.StrictConflictException,ant-ivy-2.0.0-alpha2,0,4,2,14,6,0,6,14,14,0,0,4,4,0,0,0,3,4,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.conflict.StrictConflictManager,ant-ivy-2.0.0-alpha2,6,7,2,18,6,9,1,18,18,0,0,2,2,0,0,0,8,7,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.latest.AbstractLatestStrategy,ant-ivy-2.0.0-alpha2,5,12,1,29,1,7,7,29,23,2,1,6,4,0,0,0,4.75,12,0,3,0,0,0,0,0,0
org.apache.ivy.plugins.latest.ArtifactInfo,ant-ivy-2.0.0-alpha2,0,3,1,4,61,0,1,4,4,0,0,2,2,0,0,0,1,3,0,2,0,0,0,0,0,0
org.apache.ivy.plugins.latest.ComparatorLatestStrategy,ant-ivy-2.0.0-alpha2,5,8,2,19,3,2,0,19,16,1,3,5,4,0,0,0,3.25,8,0,2,0,0,0,0,0,0
org.apache.ivy.plugins.latest.LatestLexicographicStrategy,ant-ivy-2.0.0-alpha2,1,5,2,29,2,7,1,29,29,1,0,2,2,0,0.5,0,10.5,5,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.latest.LatestRevisionStrategy,ant-ivy-2.0.0-alpha2,7,19,2,134,26,28,26,134,134,5,0,8,8,2,0.125,0,10.875,19,0,3,0,0,0,0,0,0
org.apache.ivy.plugins.latest.LatestStrategy,ant-ivy-2.0.0-alpha2,2,7,1,16,111,0,3,16,16,0,0,3,3,0,0,0,4.666666667,7,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.latest.LatestTimeStrategy,ant-ivy-2.0.0-alpha2,1,4,2,14,6,3,1,14,14,1,0,2,2,0,0.5,0,4.5,4,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.matcher.AbstractPatternMatcher,ant-ivy-2.0.0-alpha2,0,12,1,34,9,3,8,34,31,1,4,5,4,0,0.2,0,6.25,12,0,2,0,0,0,0,0,0
org.apache.ivy.plugins.matcher.AnyMatcher,ant-ivy-2.0.0-alpha2,0,7,1,17,1,0,3,17,17,1,0,3,3,1,0,0,3.666666667,7,0,2,0,0,0,0,0,0
org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcher,ant-ivy-2.0.0-alpha2,0,3,2,31,3,0,1,31,31,1,0,2,2,1,0,0,3,3,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.matcher.ExactPatternMatcher,ant-ivy-2.0.0-alpha2,0,3,2,27,16,0,1,27,27,1,0,2,2,1,0,0,3,3,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.matcher.GlobPatternMatcher,ant-ivy-2.0.0-alpha2,5,3,2,34,6,0,1,34,34,1,0,2,2,1,0,0,3,3,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.matcher.Matcher,ant-ivy-2.0.0-alpha2,0,7,1,16,605,0,1,16,16,0,0,2,2,0,0,0,5.5,7,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.matcher.MatcherHelper,ant-ivy-2.0.0-alpha2,3,20,1,26,7,23,21,26,26,0,0,7,7,0,0,0,3,20,0,0,0,0,0,0,0,0
org.apache.ivy.plugins.matcher.ModuleIdMatcher,ant-ivy-2.0.0-alpha2,1,6,1,18,14,7,0,18,18,4,0,3,3,0,0.333333333,0,4,6,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.matcher.NoMatcher,ant-ivy-2.0.0-alpha2,0,7,1,17,1,0,3,17,17,1,0,3,3,1,0,0,3.666666667,7,0,2,0,0,0,0,0,0
org.apache.ivy.plugins.matcher.PatternMatcher,ant-ivy-2.0.0-alpha2,0,5,1,40,156,0,1,40,40,5,0,2,2,5,0,0,7.5,5,0,1,1,0,0,0,0,0
org.apache.ivy.plugins.matcher.PatternMatcher,ant-ivy-2.0.0-alpha2,0,5,1,40,156,0,1,40,40,5,0,2,2,5,0,0,7.5,5,0,1,1,0,0,0,0,0
org.apache.ivy.plugins.matcher.PatternMatcher,ant-ivy-2.0.0-alpha2,0,5,1,40,156,0,1,40,40,5,0,2,2,5,0,0,7.5,5,0,1,1,0,0,0,0,0
org.apache.ivy.plugins.matcher.PatternMatcher,ant-ivy-2.0.0-alpha2,0,5,1,40,156,0,1,40,40,5,0,2,2,5,0,0,7.5,5,0,1,1,0,0,0,0,0
org.apache.ivy.plugins.matcher.PatternMatcher,ant-ivy-2.0.0-alpha2,0,5,1,40,156,0,1,40,40,5,0,2,2,5,0,0,7.5,5,0,1,1,0,0,0,0,0
org.apache.ivy.plugins.matcher.PatternMatcher,ant-ivy-2.0.0-alpha2,0,5,1,40,156,0,1,40,40,5,0,2,2,5,0,0,7.5,5,0,1,1,0,0,0,0,0
org.apache.ivy.plugins.matcher.PatternMatcher,ant-ivy-2.0.0-alpha2,0,5,1,40,156,0,1,40,40,5,0,2,2,5,0,0,7.5,5,0,1,1,0,0,0,0,0
org.apache.ivy.plugins.matcher.PatternMatcher,ant-ivy-2.0.0-alpha2,0,5,1,40,156,0,1,40,40,5,0,2,2,5,0,0,7.5,5,0,1,1,0,0,0,0,0
org.apache.ivy.plugins.matcher.PatternMatcher,ant-ivy-2.0.0-alpha2,0,5,1,40,156,0,1,40,40,5,0,2,2,5,0,0,7.5,5,0,1,1,0,0,0,0,0
org.apache.ivy.plugins.matcher.PatternMatcher,ant-ivy-2.0.0-alpha2,0,5,1,40,156,0,1,40,40,5,0,2,2,5,0,0,7.5,5,0,1,1,0,0,0,0,0
org.apache.ivy.plugins.matcher.RegexpPatternMatcher,ant-ivy-2.0.0-alpha2,2,3,2,31,13,0,1,31,31,1,0,2,2,1,0,0,3,3,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.namespace.MRIDRule,ant-ivy-2.0.0-alpha2,0,16,1,40,13,0,17,40,28,4,0,11,7,0,0,0,3.142857143,16,0,6,0,0,0,0,0,0
org.apache.ivy.plugins.namespace.MRIDTransformationRule,ant-ivy-2.0.0-alpha2,7,10,1,97,11,7,2,97,97,2,0,4,4,0,0.25,0,6,10,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.namespace.NameSpaceHelper,ant-ivy-2.0.0-alpha2,11,28,1,50,12,35,28,50,50,0,0,8,8,0,0.375,0,6,28,0,0,0,0,0,0,0,0
org.apache.ivy.plugins.namespace.Namespace,ant-ivy-2.0.0-alpha2,4,27,1,68,85,15,23,68,59,6,0,11,8,1,0.272727273,0,5.5,27,0,6,0,0,0,0,0,0
org.apache.ivy.plugins.namespace.NamespaceRule,ant-ivy-2.0.0-alpha2,0,20,1,36,5,0,20,36,24,4,0,8,4,0,0,0,4.5,20,0,4,0,0,0,0,0,0
org.apache.ivy.plugins.namespace.NamespaceTransformer,ant-ivy-2.0.0-alpha2,1,3,1,4,15,0,1,4,4,0,0,2,2,0,0,0,1,3,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser,ant-ivy-2.0.0-alpha2,21,3,1,246,7,1,0,246,246,0,3,1,1,0,1,0,3,3,0,0,0,0,0,0,0,0
org.apache.ivy.plugins.parser.ModuleDescriptorParser,ant-ivy-2.0.0-alpha2,8,7,1,10,155,0,6,10,10,0,0,4,4,0,0,0,2,7,0,0,0,0,0,0,0,0
org.apache.ivy.plugins.parser.ModuleDescriptorParserRegistry,ant-ivy-2.0.0-alpha2,14,22,2,50,14,16,16,50,47,2,0,8,7,0,0.25,0,6.142857143,22,0,3,0,0,0,0,0,0
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser,ant-ivy-2.0.0-alpha2,35,14,2,262,29,8,15,262,259,4,0,6,5,1,0,0,7,14,0,3,0,0,0,0,0,0
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser,ant-ivy-2.0.0-alpha2,43,20,2,552,61,14,21,552,549,2,0,7,6,0,0,0,8.333333333,20,0,3,0,0,0,0,0,0
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater,ant-ivy-2.0.0-alpha2,37,25,1,568,13,32,15,568,568,2,0,6,6,1,0,0,19.83333333,25,0,0,0,0,0,0,0,0
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter,ant-ivy-2.0.0-alpha2,17,12,1,240,15,56,3,240,240,0,0,3,3,0,0.333333333,0,78.66666667,12,0,0,0,0,0,0,0,0
org.apache.ivy.plugins.report.LogReportOutputter,ant-ivy-2.0.0-alpha2,14,11,1,134,1,56,6,134,134,0,0,4,4,0,0,0,32.5,11,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.report.ReportOutputter,ant-ivy-2.0.0-alpha2,2,2,1,8,40,0,1,8,8,2,0,2,2,2,0,0,1,2,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.report.XmlReportOutputter,ant-ivy-2.0.0-alpha2,28,18,1,170,14,88,15,170,170,0,0,6,6,0,0,0,27.66666667,18,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.report.XmlReportParser,ant-ivy-2.0.0-alpha2,20,13,1,152,18,15,0,152,152,1,0,5,5,0,0.2,0,5.8,13,0,4,0,0,0,0,0,0
org.apache.ivy.plugins.repository.AbstractRepository,ant-ivy-2.0.0-alpha2,5,32,1,87,9,38,101,87,84,3,5,19,18,0,0.368421053,0,4.388888889,32,0,6,0,0,0,0,0,0
org.apache.ivy.plugins.repository.BasicResource,ant-ivy-2.0.0-alpha2,2,19,1,38,10,1,26,38,29,5,0,9,6,0,0.111111111,0,3.666666667,19,0,7,0,0,0,0,0,0
org.apache.ivy.plugins.repository.LazyResource,ant-ivy-2.0.0-alpha2,0,24,1,58,1,14,81,58,55,6,1,14,13,0,0.428571429,0,3.615384615,24,0,8,0,0,0,0,0,0
org.apache.ivy.plugins.repository.Repository,ant-ivy-2.0.0-alpha2,4,23,1,66,157,0,45,66,66,0,0,10,10,0,0,0,6.1,23,0,2,0,0,0,0,0,0
org.apache.ivy.plugins.repository.RepositoryCopyProgressListener,ant-ivy-2.0.0-alpha2,2,9,1,28,5,7,0,28,25,2,0,6,5,0,0,0,4.2,9,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.repository.Resource,ant-ivy-2.0.0-alpha2,2,21,1,41,555,0,21,41,41,0,0,7,7,0,0,0,5.142857143,21,0,6,0,0,0,0,0,0
org.apache.ivy.plugins.repository.ResourceHelper,ant-ivy-2.0.0-alpha2,4,7,1,22,2,4,0,22,22,0,0,1,1,0,0,0,20,7,0,0,0,0,0,0,0,0
org.apache.ivy.plugins.repository.TransferEvent,ant-ivy-2.0.0-alpha2,2,36,2,181,36,4,146,181,144,21,0,20,13,12,0,0,7.461538462,36,0,8,0,0,0,0,0,0
org.apache.ivy.plugins.repository.TransferListener,ant-ivy-2.0.0-alpha2,1,1,1,6,35,0,0,6,6,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
org.apache.ivy.plugins.repository.file.FileRepository,ant-ivy-2.0.0-alpha2,9,27,2,74,9,19,37,74,74,3,0,10,10,0,0.1,0,6.9,27,0,2,0,0,0,0,0,0
org.apache.ivy.plugins.repository.file.FileResource,ant-ivy-2.0.0-alpha2,5,23,1,38,4,6,1,38,32,2,0,11,9,0,0.545454545,0,3.111111111,23,0,9,0,0,0,0,0,0
org.apache.ivy.plugins.repository.sftp.SFTPRepository,ant-ivy-2.0.0-alpha2,20,46,2,175,6,65,55,175,175,0,0,11,11,0,0,0,14.18181818,46,0,2,0,0,0,0,0,0
org.apache.ivy.plugins.repository.sftp.SFTPResource,ant-ivy-2.0.0-alpha2,3,21,1,48,2,9,23,48,45,6,0,10,9,0,0.5,0,4.111111111,21,0,8,0,0,0,0,0,0
org.apache.ivy.plugins.repository.ssh.AbstractSshBasedRepository,ant-ivy-2.0.0-alpha2,8,49,2,179,4,32,141,179,137,7,2,19,12,0,0,0,10.66666667,49,0,9,0,0,0,0,0,0
org.apache.ivy.plugins.repository.ssh.RemoteScpException,ant-ivy-2.0.0-alpha2,0,4,2,27,48,0,6,27,27,1,0,4,4,0,0,0,5.25,4,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.repository.ssh.Scp,ant-ivy-2.0.0-alpha2,12,84,1,492,18,90,116,492,492,3,0,16,16,0,0,0,27.6875,84,0,1,0,0,0,0,0,0
org.apache.ivy.plugins.repository.ssh.SshCache,ant-ivy-2.0.0-alpha2,17,36,1,292,4,41,37,292,289,4,0,10,9,0,0.1,0,16.55555556,36,0,2,0,0,0,0,0,0
org.apache.ivy.plugins.repository.ssh.SshRepository,ant-ivy-2.0.0-alpha2,16,69,2,345,8,78,147,345,327,7,0,19,16,0,0.105263158,0,19.6875,69,0,4,0,0,0,0,0,0
org.apache.ivy.plugins.repository.ssh.SshResource,ant-ivy-2.0.0-alpha2,4,26,1,75,10,11,0,75,72,6,0,12,11,0,0.333333333,0,5.545454545,26,0,9,0,0,0,0,0,0
org.apache.ivy.plugins.repository.url.URLRepository,ant-ivy-2.0.0-alpha2,15,18,2,68,3,21,6,68,68,3,0,4,4,0,0,0,15.75,18,0,0,0,0,0,0,0,0
org.apache.ivy.plugins.repository.url.URLResource,ant-ivy-2.0.0-alpha2,7,28,1,58,14,11,23,58,55,5,0,11,10,0,0.545454545,0,4.8,28,0,9,0,0,0,0,0,0
org.apache.ivy.plugins.repository.vfs.VfsRepository,ant-ivy-2.0.0-alpha2,19,32,2,134,5,37,32,134,134,3,0,9,9,0,0.222222222,0,13.88888889,32,0,5,0,0,0,0,0,0
org.apache.ivy.plugins.repository.vfs.VfsResource,ant-ivy-2.0.0-alpha2,12,40,1,132,22,34,67,132,132,8,0,14,14,0,0.357142857,0,8.5,40,0,11,0,0,0,0,0,0
org.apache.ivy.plugins.repository.vsftp.VsftpRepository,ant-ivy-2.0.0-alpha2,21,156,2,590,15,199,950,590,578,18,0,48,44,0,0.229166667,0,14.84090909,156,0,17,0,0,0,0,0,0
org.apache.ivy.plugins.repository.vsftp.VsftpResource,ant-ivy-2.0.0-alpha2,5,9,2,26,1,6,0,26,26,1,0,4,4,0,0.25,0,5.75,9,0,2,0,0,0,0,0,0
org.apache.ivy.plugins.resolver.AbstractResolver,ant-ivy-2.0.0-alpha2,27,86,1,211,6,66,663,211,193,9,4,38,33,0,0.078947368,0,5.151515152,86,0,15,0,0,0,0,0,0
org.apache.ivy.plugins.resolver.AbstractResourceResolver,ant-ivy-2.0.0-alpha2,24,54,2,184,1,87,189,184,184,4,1,22,22,0,0.181818182,0,7.772727273,54,0,5,0,0,0,0,0,0
org.apache.ivy.plugins.resolver.AbstractSshBasedResolver,ant-ivy-2.0.0-alpha2,3,25,2,68,2,19,53,68,68,1,2,11,11,0,0.090909091,0,5.636363636,25,0,3,0,0,0,0,0,0
org.apache.ivy.plugins.resolver.BasicResolver,ant-ivy-2.0.0-alpha2,55,157,2,773,4,299,1383,773,770,10,1,54,53,1,0.240740741,0,14.98113208,157,0,21,0,0,1,0,0,0
org.apache.ivy.plugins.resolver.CacheResolver,ant-ivy-2.0.0-alpha2,22,35,2,109,1,53,78,109,109,1,0,13,13,0,0.384615385,0,8.153846154,35,0,5,0,0,0,0,0,0
org.apache.ivy.plugins.resolver.ChainResolver,ant-ivy-2.0.0-alpha2,21,60,2,221,56,79,91,221,218,3,0,19,18,0,0.263157895,0,11.05555556,60,0,5,0,0,0,0,0,0
org.apache.ivy.plugins.resolver.DependencyResolver,ant-ivy-2.0.0-alpha2,13,21,1,35,150,0,78,35,35,0,0,13,13,0,0,0,2.384615385,21,0,4,0,0,0,0,0,0
org.apache.ivy.plugins.resolver.DualResolver,ant-ivy-2.0.0-alpha2,11,37,2,85,23,15,0,85,79,3,0,14,12,0,0.285714286,0,5.916666667,37,0,5,0,0,0,0,0,0
org.apache.ivy.plugins.resolver.FileSystemResolver,ant-ivy-2.0.0-alpha2,1,8,2,19,63,6,10,19,19,0,1,5,5,0,0.4,0,3,8,0,4,0,0,0,0,0,0
org.apache.ivy.plugins.resolver.IBiblioResolver,ant-ivy-2.0.0-alpha2,21,63,2,165,28,51,236,165,159,5,1,24,22,2,0.041666667,0,6.772727273,63,0,10,0,0,0,0,0,0
